"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Poblacio_16_64_anys","Pes_atur"
2021,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",17782,"11.4"
2021,2,2,"Eixample",5,"el Fort Pienc",22723,"7.5"
2021,2,2,"Eixample",6,"la Sagrada Família",35048,"7.6"
2021,2,2,"Eixample",7,"la Dreta de l'Eixample",29680,"6.4"
2021,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",29603,"6.6"
2021,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample",38135,"7.6"
2021,2,2,"Eixample",10,"Sant Antoni",26119,"8.3"
2021,2,3,"Sants-Montjuïc",11,"el Poble Sec",28970,"10.8"
2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",939,"15.0"
2021,2,3,"Sants-Montjuïc",13,"la Marina de Port",20593,"11.0"
2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla",6792,"11.6"
2021,2,3,"Sants-Montjuïc",15,"Hostafrancs",11123,"8.5"
2021,2,3,"Sants-Montjuïc",16,"la Bordeta",12663,"8.7"
2021,2,3,"Sants-Montjuïc",17,"Sants - Badal",16520,"7.0"
2021,2,3,"Sants-Montjuïc",18,"Sants",29724,"7.5"
2021,2,4,"Les Corts",19,"les Corts",27804,"8.1"
2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon",14388,"7.9"
2021,2,4,"Les Corts",21,"Pedralbes",6940,"3.9"
2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3145,"4.0"
2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià",14867,"4.1"
2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",9892,"5.0"
2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",15912,"4.8"
2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",29730,"4.8"
2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",19256,"6.6"
2021,2,6,"Gràcia",28,"Vallcarca i els Penitents",10354,"8.0"
2021,2,6,"Gràcia",29,"el Coll",5100,"6.8"
2021,2,6,"Gràcia",30,"la Salut",8343,"8.4"
