"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Poblacio_16_64_anys","Pes_atur"
2021,7,6,"Gràcia",29,"el Coll",5100,"5.5"
2021,7,6,"Gràcia",30,"la Salut",8343,"6.7"
2021,7,6,"Gràcia",31,"la Vila de Gràcia",35004,"6.0"
2021,7,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",22798,"6.0"
2021,7,7,"Horta-Guinardó",33,"el Baix Guinardó",16514,"6.4"
2021,7,7,"Horta-Guinardó",34,"Can Baró",6126,"6.5"
2021,7,7,"Horta-Guinardó",35,"el Guinardó",24380,"7.0"
2021,7,7,"Horta-Guinardó",36,"la Font d'en Fargues",5855,"9.1"
2021,7,7,"Horta-Guinardó",37,"el Carmel",21226,"8.6"
2021,7,7,"Horta-Guinardó",38,"la Teixonera",8045,"7.0"
2021,7,7,"Horta-Guinardó",39,"Sant Genís dels Agudells",4655,"7.3"
2021,7,7,"Horta-Guinardó",40,"Montbau",3227,"7.7"
